2024-07-17 15:01:36.364441,655.31,0.05,0.0,0.1
2024-07-17 15:01:39.383276,655.32,0.05,0.0,0.09
2024-07-17 15:01:42.392551,655.31,0.05,0.0,0.1
2024-07-17 15:01:45.398358,655.24,0.12,0.0,0.24
2024-07-17 15:01:48.405974,653.16,9.99,654.7,12.2
2024-07-17 15:01:51.408147,0.0,0.11,0.05,0.11
2024-07-17 15:01:54.412148,655.32,0.05,0.0,0.09
2024-07-17 15:01:57.416381,655.32,0.04,0.0,0.09
2024-07-17 15:02:00.420421,655.32,0.04,0.0,0.09
2024-07-17 15:02:03.425751,655.31,0.04,0.0,0.09
2024-07-17 15:02:06.430708,655.31,0.04,0.0,0.09
2024-07-17 15:02:09.433803,655.32,0.04,0.0,0.09
2024-07-17 15:02:12.437356,655.32,0.04,0.0,0.09
2024-07-17 15:02:15.441098,655.32,0.05,0.0,0.1
2024-07-17 15:02:18.445750,655.31,0.05,0.0,0.1
2024-07-17 15:02:21.449991,655.3,0.05,0.0,0.11
2024-07-17 15:02:24.453784,655.31,0.04,0.0,0.09
2024-07-17 15:02:27.455487,655.32,0.05,0.0,0.1
2024-07-17 15:02:30.491389,655.31,0.04,0.0,0.09
2024-07-17 15:02:33.500878,655.32,0.05,0.0,0.09
2024-07-17 15:02:36.503723,655.32,0.04,0.0,0.09
2024-07-17 15:02:39.517536,655.31,0.05,0.0,0.1
2024-07-17 15:02:42.522584,655.31,0.04,0.0,0.09
2024-07-17 15:02:45.528699,655.28,0.09,0.0,0.17
2024-07-17 15:02:48.532623,655.32,0.05,0.0,0.09
2024-07-17 15:02:51.534264,655.31,0.04,0.0,0.1
2024-07-17 15:02:54.538360,655.32,0.06,0.0,0.1
2024-07-17 15:02:57.541482,655.31,0.04,0.0,0.09
2024-07-17 15:03:00.544944,655.32,0.05,0.0,0.09
2024-07-17 15:03:03.548072,655.29,0.08,0.0,0.16
2024-07-17 15:03:06.552136,655.28,0.12,0.0,0.2
2024-07-17 15:03:09.554269,655.31,0.04,0.0,0.1
2024-07-17 15:03:12.558929,655.32,0.04,0.0,0.09
2024-07-17 15:03:15.561615,655.32,0.06,0.0,0.11
2024-07-17 15:03:18.565442,655.32,0.04,0.0,0.09
2024-07-17 15:03:21.567534,655.28,0.11,0.0,0.2
2024-07-17 15:03:24.570267,655.29,0.07,655.35,0.15
2024-07-17 15:03:27.573531,655.31,0.06,0.0,0.11
2024-07-17 15:03:30.578339,655.3,0.06,0.0,0.13
2024-07-17 15:03:33.582394,654.96,0.4,0.01,0.81
2024-07-17 15:03:36.585130,655.32,0.05,0.0,0.09
2024-07-17 15:03:39.589177,655.31,0.05,0.0,0.1
2024-07-17 15:03:42.595192,655.31,0.04,0.0,0.09
2024-07-17 15:03:45.601953,655.31,0.05,0.0,0.11
2024-07-17 15:03:48.605019,655.28,0.07,0.0,0.16
2024-07-17 15:03:51.608063,655.33,0.05,0.0,0.09
2024-07-17 15:03:54.611463,655.32,0.04,0.0,0.09
2024-07-17 15:03:57.613538,655.31,0.05,0.0,0.1
2024-07-17 15:04:00.617139,655.32,0.05,0.0,0.09
2024-07-17 15:04:03.619638,655.32,0.06,0.0,0.1
2024-07-17 15:04:06.623268,655.31,0.05,0.0,0.1
2024-07-17 15:04:09.627618,655.32,0.04,0.0,0.09
2024-07-17 15:04:12.633265,655.31,0.05,0.0,0.1
2024-07-17 15:04:15.637595,655.32,0.04,0.0,0.09
2024-07-17 15:04:18.642185,655.32,0.05,0.0,0.09
2024-07-17 15:04:21.647550,655.31,0.04,0.0,0.09
2024-07-17 15:04:24.650514,655.31,0.06,0.0,0.11
2024-07-17 15:04:27.655646,655.31,0.05,0.0,0.11
2024-07-17 15:04:30.660241,655.32,0.05,0.0,0.09
2024-07-17 15:04:33.664699,654.42,0.82,655.32,1.77
2024-07-17 15:04:36.666219,655.31,0.09,0.0,0.15
2024-07-17 15:04:39.668318,655.32,0.05,0.0,0.1
2024-07-17 15:04:42.671601,655.32,0.05,0.0,0.1
2024-07-17 15:04:45.677466,655.32,0.05,0.0,0.09
2024-07-17 15:04:48.681427,655.32,0.05,0.0,0.09
2024-07-17 15:04:51.685081,655.31,0.05,0.0,0.1
2024-07-17 15:04:54.689280,655.31,0.05,0.0,0.1
2024-07-17 15:04:57.694419,655.32,0.05,0.0,0.1
2024-07-17 15:05:00.697833,655.31,0.05,0.0,0.1
2024-07-17 15:05:03.701175,655.29,0.07,0.0,0.14
2024-07-17 15:05:06.706446,655.31,0.05,0.0,0.1
2024-07-17 15:05:09.710120,655.33,0.06,0.0,0.1
2024-07-17 15:05:12.714713,655.31,0.04,0.0,0.1
2024-07-17 15:05:15.719777,655.31,0.04,0.0,0.09
2024-07-17 15:05:18.726401,655.31,0.04,0.0,0.09
2024-07-17 15:05:21.733612,655.32,0.05,0.0,0.1
2024-07-17 15:05:24.740296,655.31,0.05,0.0,0.1
2024-07-17 15:05:27.742378,655.32,0.05,0.0,0.1
2024-07-17 15:05:30.747751,655.32,0.05,0.0,0.09
2024-07-17 15:05:33.752769,655.32,0.05,0.0,0.1
2024-07-17 15:05:36.755639,655.31,0.06,0.0,0.11
2024-07-17 15:05:39.759806,655.32,0.05,0.0,0.1
2024-07-17 15:05:42.765120,655.31,0.05,0.0,0.1
2024-07-17 15:05:45.768279,655.32,0.04,0.0,0.08
2024-07-17 15:05:48.775633,655.31,0.04,0.0,0.1
2024-07-17 15:05:51.783598,655.31,0.05,0.0,0.11
2024-07-17 15:05:54.786222,655.31,0.04,0.0,0.1
2024-07-17 15:05:57.792934,655.32,0.04,0.0,0.09
2024-07-17 15:06:00.804674,655.32,0.05,0.0,0.09
2024-07-17 15:06:03.808656,655.31,0.05,0.0,0.11
2024-07-17 15:06:06.813904,655.32,0.05,0.0,0.1
2024-07-17 15:06:09.816550,655.32,0.05,0.0,0.09
2024-07-17 15:06:12.818649,655.32,0.05,0.0,0.09
2024-07-17 15:06:15.836995,655.33,0.04,0.0,0.08
2024-07-17 15:06:18.841688,655.32,0.04,0.0,0.09
2024-07-17 15:06:21.847072,654.86,0.54,0.0,1.04
2024-07-17 15:06:24.851829,655.3,0.06,0.0,0.12
2024-07-17 15:06:27.855159,655.31,0.04,0.0,0.09
2024-07-17 15:06:30.860188,655.32,0.05,0.0,0.1
2024-07-17 15:06:33.869531,655.32,0.05,0.0,0.09
2024-07-17 15:06:36.874489,655.31,0.05,0.0,0.11
2024-07-17 15:06:39.884858,655.28,0.1,0.0,0.19
2024-07-17 15:06:42.887456,655.31,0.05,0.0,0.1
2024-07-17 15:06:45.900426,655.32,0.05,0.0,0.1
2024-07-17 15:06:48.902265,655.33,0.04,0.0,0.08
2024-07-17 15:06:51.905093,655.31,0.05,0.0,0.11
2024-07-17 15:06:54.907512,655.32,0.05,0.0,0.1
2024-07-17 15:06:57.910654,655.32,0.04,0.0,0.08
2024-07-17 15:07:00.929710,655.32,0.05,0.0,0.09
2024-07-17 15:07:03.932535,655.32,0.04,0.0,0.09
2024-07-17 15:07:06.941829,655.28,0.08,0.0,0.16
2024-07-17 15:07:09.944914,655.32,0.05,0.0,0.09
2024-07-17 15:07:12.948609,655.31,0.06,0.01,0.12
2024-07-17 15:07:15.952726,655.3,0.04,0.0,0.11
2024-07-17 15:07:18.956593,655.32,0.05,0.0,0.1
2024-07-17 15:07:21.960039,655.32,0.05,0.0,0.1
2024-07-17 15:07:24.967119,655.31,0.05,0.0,0.11
2024-07-17 15:07:27.970902,655.32,0.05,0.0,0.1
2024-07-17 15:07:30.973313,655.3,0.05,0.0,0.12
2024-07-17 15:07:33.975816,655.31,0.04,0.0,0.1
2024-07-17 15:07:36.979761,655.31,0.07,0.01,0.13
2024-07-17 15:07:39.982914,655.32,0.06,0.0,0.1
2024-07-17 15:07:42.988220,655.31,0.06,0.0,0.11
2024-07-17 15:07:45.993335,655.32,0.04,0.0,0.08
2024-07-17 15:07:49.001671,655.32,0.07,0.02,0.12
2024-07-17 15:07:52.005386,655.32,0.05,0.0,0.1
2024-07-17 15:07:55.009956,655.32,0.05,0.0,0.1
2024-07-17 15:07:58.013717,655.32,0.05,0.0,0.09
2024-07-17 15:08:01.017419,655.32,0.05,0.0,0.09
2024-07-17 15:08:04.023193,655.31,0.04,0.0,0.09
2024-07-17 15:08:07.025587,655.32,0.04,0.0,0.08
2024-07-17 15:08:10.028524,655.31,0.05,0.0,0.1
2024-07-17 15:08:13.031813,655.31,0.05,0.0,0.1
2024-07-17 15:08:16.035230,655.32,0.05,0.0,0.1
2024-07-17 15:08:19.037099,655.31,0.04,0.0,0.1
2024-07-17 15:08:22.040377,655.32,0.05,0.0,0.09
2024-07-17 15:08:25.043275,655.32,0.04,0.0,0.09
2024-07-17 15:08:28.045807,655.32,0.04,0.0,0.09
2024-07-17 15:08:31.049855,655.32,0.05,0.0,0.09
2024-07-17 15:08:34.052090,655.32,0.04,0.0,0.09
2024-07-17 15:08:37.055926,655.32,0.05,0.0,0.1
2024-07-17 15:08:40.060212,655.32,0.05,0.0,0.1
2024-07-17 15:08:43.063037,655.32,0.05,0.0,0.09
2024-07-17 15:08:46.066653,655.32,0.05,0.0,0.09
2024-07-17 15:08:49.068901,655.32,0.05,0.0,0.1
2024-07-17 15:08:52.071836,655.31,0.05,0.0,0.1
2024-07-17 15:08:55.080195,655.32,0.05,0.0,0.09
2024-07-17 15:08:58.085770,655.31,0.04,0.0,0.1
2024-07-17 15:09:01.092011,655.32,0.04,0.0,0.09
2024-07-17 15:09:04.095036,655.32,0.04,0.0,0.09
2024-07-17 15:09:07.099868,655.32,0.05,0.0,0.09
2024-07-17 15:09:10.105793,655.32,0.04,0.0,0.09
2024-07-17 15:09:13.110733,655.31,0.04,0.0,0.09
2024-07-17 15:09:16.114304,655.32,0.04,0.0,0.08
2024-07-17 15:09:19.120277,655.32,0.04,0.0,0.09
2024-07-17 15:09:22.123337,655.32,0.04,0.0,0.08
2024-07-17 15:09:25.125230,655.32,0.05,0.0,0.1
2024-07-17 15:09:28.128276,655.32,0.04,0.0,0.09
2024-07-17 15:09:31.130894,655.31,0.04,0.0,0.1
2024-07-17 15:09:34.133499,655.32,0.05,0.0,0.09
2024-07-17 15:09:37.137042,655.32,0.05,0.0,0.09
2024-07-17 15:09:40.139210,655.32,0.05,0.0,0.09
2024-07-17 15:09:43.148058,655.32,0.05,0.0,0.09
2024-07-17 15:09:46.151958,655.32,0.04,0.0,0.09
2024-07-17 15:09:49.155792,655.31,0.04,0.0,0.1
2024-07-17 15:09:52.162874,655.32,0.04,0.0,0.09
2024-07-17 15:09:55.165909,655.32,0.04,0.0,0.08
2024-07-17 15:09:58.169745,655.31,0.05,0.0,0.1
2024-07-17 15:10:01.173012,655.31,0.04,0.0,0.09
2024-07-17 15:10:04.176130,655.32,0.04,0.0,0.08
2024-07-17 15:10:07.178914,655.32,0.04,0.0,0.09
2024-07-17 15:10:10.181542,655.31,0.05,0.0,0.1
2024-07-17 15:10:13.186487,655.32,0.05,0.0,0.09
2024-07-17 15:10:16.189297,655.31,0.04,0.0,0.1
2024-07-17 15:10:19.191720,655.32,0.06,0.0,0.1
2024-07-17 15:10:22.194277,655.32,0.04,0.0,0.08
2024-07-17 15:10:25.198182,655.32,0.05,0.0,0.09
2024-07-17 15:10:28.200860,655.32,0.05,0.0,0.1
2024-07-17 15:10:31.204374,655.32,0.05,0.0,0.09
2024-07-17 15:10:34.214383,655.31,0.04,0.0,0.09
2024-07-17 15:10:37.217322,655.32,0.04,0.0,0.08
2024-07-17 15:10:40.219572,655.32,0.04,0.0,0.09
2024-07-17 15:10:43.224774,655.32,0.04,0.0,0.09
2024-07-17 15:10:46.228559,655.32,0.04,0.0,0.08
2024-07-17 15:10:49.230869,655.31,0.05,0.0,0.1
2024-07-17 15:10:52.233939,655.32,0.04,0.0,0.09
2024-07-17 15:10:55.237445,655.32,0.05,0.0,0.09
2024-07-17 15:10:58.241977,655.32,0.04,0.0,0.08
2024-07-17 15:11:01.243811,655.32,0.04,0.0,0.08
2024-07-17 15:11:04.245776,655.32,0.05,0.0,0.1
2024-07-17 15:11:07.247417,655.32,0.04,0.0,0.09
2024-07-17 15:11:10.250170,655.33,0.04,0.0,0.08
2024-07-17 15:11:13.254571,655.31,0.05,0.0,0.1
2024-07-17 15:11:16.256275,655.32,0.05,0.0,0.09
2024-07-17 15:11:19.258972,655.32,0.04,0.0,0.09
2024-07-17 15:11:22.266224,655.32,0.04,0.0,0.09
2024-07-17 15:11:25.271687,655.31,0.05,0.0,0.1
2024-07-17 15:11:28.274936,655.31,0.05,0.0,0.1
2024-07-17 15:11:31.282128,655.32,0.05,0.0,0.1
2024-07-17 15:11:34.285214,655.31,0.04,0.0,0.09
2024-07-17 15:11:37.288074,655.32,0.04,0.0,0.09
2024-07-17 15:11:40.291396,655.32,0.04,0.0,0.09
2024-07-17 15:11:43.295648,655.31,0.04,0.0,0.09
2024-07-17 15:11:46.298043,655.32,0.05,0.0,0.09
2024-07-17 15:11:49.300596,655.31,0.05,0.0,0.1
2024-07-17 15:11:52.305069,655.32,0.04,0.0,0.09
2024-07-17 15:11:55.310243,655.31,0.05,0.0,0.1
2024-07-17 15:11:58.312750,655.32,0.05,0.0,0.1
2024-07-17 15:12:01.316526,655.32,0.05,0.0,0.1
2024-07-17 15:12:04.324972,655.31,0.04,0.0,0.09
2024-07-17 15:12:07.329433,655.32,0.05,0.0,0.1
2024-07-17 15:12:10.333068,655.32,0.04,0.0,0.09
2024-07-17 15:12:13.336485,655.32,0.04,0.0,0.09
2024-07-17 15:12:16.338732,655.32,0.05,0.0,0.09
2024-07-17 15:12:19.340602,655.32,0.05,0.0,0.1
2024-07-17 15:12:22.342981,655.32,0.04,0.0,0.09
2024-07-17 15:12:25.345901,655.32,0.05,0.0,0.09
2024-07-17 15:12:28.350094,655.32,0.04,0.0,0.09
2024-07-17 15:12:31.353013,655.32,0.04,0.0,0.09
2024-07-17 15:12:34.355420,655.32,0.04,0.0,0.09
2024-07-17 15:12:37.357318,655.32,0.05,0.0,0.09
2024-07-17 15:12:40.364823,655.32,0.04,0.0,0.08
2024-07-17 15:12:43.367443,655.32,0.05,0.0,0.09
2024-07-17 15:12:46.370942,655.31,0.05,0.0,0.1
2024-07-17 15:12:49.375992,655.32,0.04,0.0,0.08
2024-07-17 15:12:52.377472,655.31,0.04,0.0,0.09
2024-07-17 15:12:55.380819,655.32,0.04,0.0,0.08
2024-07-17 15:12:58.388086,655.31,0.04,0.0,0.1
2024-07-17 15:13:01.391781,655.32,0.05,0.0,0.09
2024-07-17 15:13:04.394795,655.31,0.04,0.0,0.09
2024-07-17 15:13:07.396694,655.31,0.04,0.0,0.1
2024-07-17 15:13:10.398294,655.31,0.05,0.0,0.1
2024-07-17 15:13:13.402480,655.31,0.05,0.0,0.1
2024-07-17 15:13:16.408578,655.32,0.04,0.0,0.09
2024-07-17 15:13:19.410567,655.31,0.04,0.0,0.09
2024-07-17 15:13:22.413226,655.32,0.04,0.0,0.09
2024-07-17 15:13:25.415980,655.32,0.05,0.0,0.09
2024-07-17 15:13:28.425554,655.32,0.05,0.0,0.09
2024-07-17 15:13:31.428069,655.32,0.04,0.0,0.09
2024-07-17 15:13:34.431391,655.32,0.05,0.0,0.1
2024-07-17 15:13:37.435068,655.32,0.03,0.0,0.08
2024-07-17 15:13:40.442315,655.32,0.05,0.0,0.09
2024-07-17 15:13:43.446385,655.31,0.04,0.0,0.09
2024-07-17 15:13:46.451227,655.32,0.04,0.0,0.09
2024-07-17 15:13:49.453472,655.32,0.05,0.0,0.1
2024-07-17 15:13:52.459546,655.33,0.04,0.0,0.08
2024-07-17 15:13:55.467588,655.32,0.04,0.0,0.09
2024-07-17 15:13:58.471710,655.31,0.05,0.0,0.1
2024-07-17 15:14:01.474963,655.32,0.04,0.0,0.09
2024-07-17 15:14:04.477488,655.32,0.05,0.0,0.1
2024-07-17 15:14:07.481344,655.32,0.05,0.0,0.1
2024-07-17 15:14:10.484158,655.32,0.05,0.0,0.1
2024-07-17 15:14:13.489403,655.32,0.05,0.0,0.09
2024-07-17 15:14:16.493732,655.32,0.04,0.0,0.09
2024-07-17 15:14:19.499903,655.31,0.05,0.0,0.1
2024-07-17 15:14:22.504560,655.32,0.04,0.0,0.08
2024-07-17 15:14:25.507941,655.32,0.05,0.0,0.1
2024-07-17 15:14:28.515420,655.32,0.05,0.0,0.09
2024-07-17 15:14:31.517613,655.31,0.05,0.0,0.1
2024-07-17 15:14:34.528969,655.32,0.04,0.0,0.09
2024-07-17 15:14:37.534887,655.32,0.04,0.0,0.09
2024-07-17 15:14:40.539493,655.32,0.05,0.0,0.1
2024-07-17 15:14:43.541963,655.32,0.05,0.0,0.09
2024-07-17 15:14:46.544246,655.32,0.05,0.0,0.1
2024-07-17 15:14:49.546720,655.32,0.04,0.0,0.09
2024-07-17 15:14:52.550916,655.32,0.05,0.0,0.09
2024-07-17 15:14:55.553773,655.31,0.04,0.0,0.09
2024-07-17 15:14:58.556575,655.32,0.04,0.0,0.09
2024-07-17 15:15:01.559777,655.32,0.05,0.0,0.09
2024-07-17 15:15:04.564148,655.32,0.04,0.0,0.09
2024-07-17 15:15:07.566474,655.32,0.05,0.0,0.1
2024-07-17 15:15:10.573036,655.32,0.05,0.0,0.09
2024-07-17 15:15:13.575116,655.32,0.04,0.0,0.09
2024-07-17 15:15:16.577867,655.31,0.05,0.0,0.1
2024-07-17 15:15:19.583909,655.32,0.04,0.0,0.09
2024-07-17 15:15:22.586393,655.32,0.05,0.0,0.09
2024-07-17 15:15:25.589823,655.31,0.05,0.0,0.1
2024-07-17 15:15:28.592914,655.32,0.04,0.0,0.09
2024-07-17 15:15:31.595836,655.32,0.04,0.0,0.09
2024-07-17 15:15:34.599360,655.32,0.05,0.0,0.09
2024-07-17 15:15:37.601585,655.32,0.04,0.0,0.09
2024-07-17 15:15:40.603519,655.31,0.04,0.0,0.1
2024-07-17 15:15:43.608418,655.32,0.04,0.0,0.09
2024-07-17 15:15:46.614459,655.31,0.04,0.0,0.1
2024-07-17 15:15:49.616811,655.31,0.05,0.0,0.1
2024-07-17 15:15:52.619481,655.32,0.04,0.0,0.08
2024-07-17 15:15:55.622035,655.32,0.05,0.0,0.1
2024-07-17 15:15:58.625160,655.33,0.04,0.0,0.08
2024-07-17 15:16:01.628018,655.32,0.04,0.0,0.09
2024-07-17 15:16:04.630272,655.32,0.04,0.0,0.09
2024-07-17 15:16:07.633158,655.31,0.04,0.0,0.09
2024-07-17 15:16:10.634487,655.32,0.05,0.0,0.09
2024-07-17 15:16:13.637847,655.31,0.04,0.0,0.1
2024-07-17 15:16:16.641590,655.32,0.04,0.0,0.09
2024-07-17 15:16:19.645156,655.31,0.04,0.0,0.09
2024-07-17 15:16:22.647168,655.31,0.04,0.0,0.1
2024-07-17 15:16:25.649912,655.31,0.05,0.0,0.1
2024-07-17 15:16:28.653426,655.32,0.04,0.0,0.09
2024-07-17 15:16:31.655871,655.32,0.05,0.0,0.09
2024-07-17 15:16:34.657967,655.31,0.05,0.0,0.1
2024-07-17 15:16:37.661116,655.31,0.05,0.0,0.1
2024-07-17 15:16:40.663797,655.32,0.05,0.0,0.09
2024-07-17 15:16:43.668114,655.32,0.04,0.0,0.09
2024-07-17 15:16:46.672049,655.32,0.04,0.0,0.08
2024-07-17 15:16:49.674721,655.32,0.04,0.0,0.09
2024-07-17 15:16:52.679387,655.31,0.04,0.0,0.1
2024-07-17 15:16:55.682344,655.32,0.05,0.0,0.09
2024-07-17 15:16:58.684058,655.31,0.05,0.0,0.1
2024-07-17 15:17:01.687420,655.32,0.05,0.0,0.1
2024-07-17 15:17:04.690402,655.31,0.05,0.0,0.1
2024-07-17 15:17:07.693069,655.31,0.05,0.0,0.1
2024-07-17 15:17:10.695114,655.32,0.04,0.0,0.09
2024-07-17 15:17:13.695894,655.31,0.05,0.0,0.1
2024-07-17 15:17:16.698509,655.32,0.04,0.0,0.09
2024-07-17 15:17:19.705532,655.32,0.05,0.0,0.09
2024-07-17 15:17:22.706690,655.32,0.04,0.0,0.09
2024-07-17 15:17:25.710289,655.32,0.04,0.0,0.09
2024-07-17 15:17:28.713001,655.32,0.04,0.0,0.09
2024-07-17 15:17:31.716023,655.32,0.05,0.0,0.1
2024-07-17 15:17:34.723666,655.32,0.05,0.0,0.09
2024-07-17 15:17:37.725829,655.32,0.05,0.0,0.1
2024-07-17 15:17:40.729176,655.32,0.04,0.0,0.08
2024-07-17 15:17:43.730513,655.32,0.04,0.0,0.09
2024-07-17 15:17:46.732962,655.31,0.05,0.0,0.1
2024-07-17 15:17:49.744503,655.32,0.05,0.0,0.1
2024-07-17 15:17:52.747993,655.32,0.05,0.0,0.09
2024-07-17 15:17:55.751434,655.32,0.04,0.0,0.09
2024-07-17 15:17:58.753868,655.32,0.05,0.0,0.09
2024-07-17 15:18:01.755140,655.32,0.04,0.0,0.08
2024-07-17 15:18:04.756918,655.32,0.05,0.0,0.09
2024-07-17 15:18:07.759369,655.32,0.05,0.0,0.1
2024-07-17 15:18:10.762885,655.32,0.05,0.0,0.1
2024-07-17 15:18:13.766111,655.32,0.04,0.0,0.09
2024-07-17 15:18:16.768225,655.32,0.04,0.0,0.09
2024-07-17 15:18:19.770514,655.32,0.04,0.0,0.09
2024-07-17 15:18:22.772728,655.31,0.05,0.0,0.1
2024-07-17 15:18:25.773907,655.32,0.05,0.0,0.1
2024-07-17 15:18:28.776520,655.32,0.05,0.0,0.1
2024-07-17 15:18:31.781223,655.32,0.04,0.0,0.09
2024-07-17 15:18:34.783514,655.32,0.04,0.0,0.09
2024-07-17 15:18:37.786188,655.32,0.04,0.0,0.09
2024-07-17 15:18:40.786959,655.31,0.05,0.0,0.1
2024-07-17 15:18:43.789816,655.32,0.05,0.0,0.09
2024-07-17 15:18:46.794947,655.31,0.04,0.0,0.09
2024-07-17 15:18:49.797542,655.31,0.05,0.0,0.1
2024-07-17 15:18:52.799910,655.31,0.05,0.0,0.1
2024-07-17 15:18:55.800338,655.32,0.04,0.0,0.09
2024-07-17 15:18:58.810399,655.31,0.05,0.0,0.1
2024-07-17 15:19:01.812552,655.32,0.05,0.0,0.09
2024-07-17 15:19:04.816625,655.32,0.04,0.0,0.09
2024-07-17 15:19:07.818300,655.32,0.04,0.0,0.08
2024-07-17 15:19:10.821425,655.31,0.04,0.0,0.09
2024-07-17 15:19:13.824831,655.31,0.05,0.0,0.11
2024-07-17 15:19:16.827557,655.32,0.05,0.0,0.09
2024-07-17 15:19:19.829857,655.32,0.05,0.0,0.1
2024-07-17 15:19:22.832359,655.31,0.05,0.0,0.1
2024-07-17 15:19:25.834851,655.32,0.05,0.0,0.1
2024-07-17 15:19:28.836541,655.31,0.04,0.0,0.09
2024-07-17 15:19:31.840063,655.32,0.05,0.0,0.1
2024-07-17 15:19:34.845387,655.32,0.04,0.0,0.09
2024-07-17 15:19:37.848217,655.32,0.05,0.0,0.1
2024-07-17 15:19:40.854009,655.32,0.03,0.0,0.08
2024-07-17 15:19:43.856949,655.32,0.04,0.0,0.09
2024-07-17 15:19:46.859057,655.32,0.05,0.0,0.1
2024-07-17 15:19:49.862579,655.32,0.05,0.0,0.09
2024-07-17 15:19:52.863888,655.32,0.04,0.0,0.08
2024-07-17 15:19:55.866733,655.31,0.04,0.0,0.09
2024-07-17 15:19:58.874116,655.32,0.04,0.0,0.09
2024-07-17 15:20:01.876991,655.32,0.04,0.0,0.09
2024-07-17 15:20:04.878867,655.32,0.04,0.0,0.08
2024-07-17 15:20:07.881706,655.32,0.04,0.0,0.09
2024-07-17 15:20:10.884932,655.31,0.04,0.0,0.1
2024-07-17 15:20:13.889540,655.32,0.04,0.0,0.08
2024-07-17 15:20:16.890867,655.32,0.04,0.0,0.08
2024-07-17 15:20:19.893199,655.32,0.05,0.0,0.09
2024-07-17 15:20:22.895922,655.32,0.05,0.0,0.1
2024-07-17 15:20:25.897902,655.31,0.05,0.0,0.1
2024-07-17 15:20:28.898467,655.32,0.04,0.0,0.09
2024-07-17 15:20:31.902036,655.32,0.05,0.0,0.1
2024-07-17 15:20:34.904865,655.31,0.04,0.0,0.09
2024-07-17 15:20:37.907743,655.32,0.05,0.0,0.09
2024-07-17 15:20:40.910753,655.31,0.05,0.0,0.1
2024-07-17 15:20:43.913603,655.32,0.04,0.0,0.09
2024-07-17 15:20:46.916242,655.31,0.04,0.0,0.09
2024-07-17 15:20:49.919129,655.32,0.05,0.0,0.1
2024-07-17 15:20:52.924789,655.32,0.05,0.0,0.09
2024-07-17 15:20:55.930112,655.32,0.04,0.0,0.09
2024-07-17 15:20:58.932274,655.32,0.05,0.0,0.09
2024-07-17 15:21:01.935486,655.32,0.05,0.0,0.1
2024-07-17 15:21:04.938213,655.32,0.04,0.0,0.09
2024-07-17 15:21:07.941912,655.31,0.04,0.0,0.1
2024-07-17 15:21:10.944304,655.31,0.04,0.0,0.1
2024-07-17 15:21:13.947339,655.32,0.04,0.0,0.09
2024-07-17 15:21:16.949541,655.31,0.05,0.0,0.1
2024-07-17 15:21:19.951442,655.31,0.05,0.0,0.1
2024-07-17 15:21:22.954538,655.32,0.04,0.0,0.09
2024-07-17 15:21:25.956699,655.32,0.05,0.0,0.09
2024-07-17 15:21:28.958818,655.32,0.04,0.0,0.09
2024-07-17 15:21:31.961032,655.32,0.05,0.0,0.1
2024-07-17 15:21:34.963556,655.31,0.05,0.0,0.1
2024-07-17 15:21:37.965911,655.31,0.05,0.0,0.1
